Año,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2017,2,6.40,0.00,0.00,3.20,11.40,15.40,4.40,3.80,0.00,21.00,0.00,2.40,10.20,11.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,0.20,0.00,0.00,1.20,0.20,NaN,NaN,NaN
2017,3,2.60,16.00,9.00,24.00,15.00,22.40,2.40,8.00,0.80,8.20,0.20,0.00,0.00,0.00,6.40,0.00,0.60,0.00,0.00,9.80,14.60,25.20,29.80,10.60,0.00,0.00,0.20,0.00,0.00,0.00,0.00
2017,4,0.00,18.80,0.40,0.00,0.80,0.60,0.00,17.40,0.00,0.80,0.20,0.00,0.00,3.80,6.40,8.40,10.40,0.00,4.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,NaN
2017,5,0.00,3.00,0.20,0.00,11.80,6.20,0.00,0.60,6.20,2.00,21.00,0.20,0.00,0.00,0.00,0.00,5.20,1.80,4.40,0.20,19.60,43.60,0.20,0.00,0.60,0.00,8.20,21.20,0.80,3.60,0.20
2017,6,9.00,0.00,11.40,41.60,3.20,0.00,0.00,0.00,5.60,4.60,15.20,0.00,8.80,2.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,2.60,0.80,12.20,2.00,12.80,0.20,0.40,2.00,0.00,NaN
2017,7,0.00,37.20,0.40,0.80,27.60,0.60,4.00,0.60,18.60,24.60,0.20,0.20,4.00,37.80,0.00,0.00,0.00,12.80,15.60,0.80,4.20,1.00,12.00,0.20,38.00,3.20,2.20,17.40,0.00,0.40,0.20
2017,8,129.40,0.00,0.00,17.40,0.00,0.00,0.00,0.20,0.00,8.40,2.20,2.40,0.00,1.40,10.40,5.80,13.20,0.60,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,0.80,0.60,42.40
2017,9,0.00,0.20,7.40,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.60,0.00,0.00,0.80,20.20,0.40,0.40,0.20,0.00,13.40,1.40,0.00,0.00,0.00,0.00,0.00,NaN
2017,10,48.40,4.00,3.20,28.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,31.40,0.00,0.00,0.00,0.00,44.80,50.40,38.00,73.20,3.20,0.00,2.80,0.20
2017,11,0.00,1.80,11.40,9.00,1.00,0.20,0.20,3.80,0.20,0.00,0.00,0.00,1.80,0.00,0.00,0.20,0.20,0.00,0.20,0.00,0.00,2.20,1.80,27.40,2.00,0.00,25.80,31.40,44.20,4.60,NaN
2017,12,9.60,0.00,6.20,17.00,4.80,0.80,87.60,0.80,26.40,57.60,5.00,1.40,0.20,1.40,5.40,5.80,1.20,1.40,14.80,10.60,27.40,0.20,8.40,5.40,19.20,5.00,3.40,5.80,1.80,18.00,19.80
2018,1,1.40,20.60,71.80,13.80,36.20,34.20,19.60,0.00,0.00,15.60,1.20,0.00,61.40,219.60,83.80,12.20,1.80,99.80,14.80,21.60,17.80,57.80,11.40,17.40,1.60,8.00,0.80,0.00,15.80,12.40,67.40
2018,2,9.20,12.80,2.40,0.00,0.00,3.00,0.20,1.80,5.20,19.80,0.20,5.00,5.60,0.00,14.20,8.00,26.40,0.00,1.00,7.00,15.40,5.80,2.80,2.80,17.80,10.60,11.40,0.00,NaN,NaN,NaN
2018,3,0.00,18.00,2.60,0.00,0.60,0.20,0.00,23.80,58.80,4.60,0.00,0.00,2.00,0.20,0.00,0.00,0.00,0.00,1.20,27.00,0.00,0.00,0.40,68.80,0.20,0.00,0.00,0.40,2.60,28.20,1.40
2018,4,0.00,0.00,0.00,0.00,2.20,0.80,0.00,3.60,0.40,14.20,9.20,2.80,0.40,6.40,0.00,0.00,6.80,0.20,8.40,1.60,35.60,21.60,4.60,67.20,34.20,5.40,6.00,0.00,1.60,43.00,NaN
2018,5,0.20,0.00,0.00,15.00,0.20,0.00,45.40,0.00,0.00,0.00,0.00,10.20,40.80,0.20,7.60,0.20,15.60,1.60,0.40,0.00,37.40,15.80,0.20,0.00,6.60,1.00,5.20,4.80,0.40,53.00,17.00
2018,6,69.40,26.60,0.00,31.00,6.20,0.00,21.60,30.80,32.80,23.40,0.60,4.40,9.60,8.00,5.60,41.40,1.40,16.00,14.40,0.20,0.20,0.00,24.40,68.60,15.40,9.80,4.00,29.20,1.40,8.60,NaN
2018,7,8.60,29.60,6.00,2.80,11.00,42.80,67.60,13.40,15.00,19.60,36.80,4.20,76.80,129.80,14.00,44.20,16.00,81.00,51.00,116.00,37.20,24.80,13.60,0.00,32.20,44.40,78.80,24.40,2.00,13.00,0.20
2018,8,1.60,0.20,0.40,0.00,7.40,9.80,72.60,7.40,17.20,13.40,146.20,3.00,10.20,12.40,0.00,1.80,7.40,0.20,3.40,0.20,23.40,2.40,23.60,5.60,0.00,31.80,7.40,15.20,5.40,31.40,0.20
2018,9,0.00,0.00,0.00,40.60,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,21.40,16.40,0.00,0.00,23.00,0.20,0.40,0.20,0.00,0.00,11.00,NaN
