Año,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2019,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1.8,0,0,0,0,0.6,0,0,0
2020,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0.2,0,0
2020,2,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,NaN,NaN
2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
2020,4,8.2,0,0,0,0,0,0,0,0,0,0,24.4,36,0,0,0,0,0,8.6,0,1.8,0,0,42.6,0,0,0,0.2,17.8,4.8,NaN
2020,5,0,0,0,0,0,0,10,0.8,12,0.2,0,0,0,0.6,0.4,3.2,24,7.6,0.2,5,22.4,46,0,5.4,6.8,26.4,18.8,10.4,12.6,0.6,17.4
2020,6,43,45.2,12.6,15,7.6,6.2,26.6,0.2,24.4,11,0.6,3.4,5.6,0,11,30.4,3.4,0,0.8,1.8,11,0,16.2,0.4,0,1.6,24.4,15.2,70.4,7.4,NaN
2020,7,7.6,16,25.2,13.2,0.2,0.4,0,0,0,12.6,2.2,0,0.4,0.2,1.6,0,0,2,0,1.6,0.2,6.8,19.8,9,21.6,0,38,1.8,0,0,0
2020,8,0,6,9.2,0,27.4,0,0,0.4,0,20.2,0,0,0,20.8,2.6,0.4,43.6,0.2,41.4,1.6,54.8,0,5.8,6.8,33.2,1.8,1.4,2.8,0.2,0,0
2020,9,8,16.6,8.2,29.2,0.8,5.2,33.4,2.2,1.2,0,36.2,8.2,0.2,17.2,4,0.2,13.8,2,14.4,22.2,14.2,27.6,51.2,31.2,7.4,1,41.2,14.2,5,1.6,NaN
2020,10,0,12,18.4,0,27.2,1,48,5.6,0.4,0,0.2,0,2.8,54,0.4,8.6,1.6,24.2,9.4,10,9,0.2,1,0,9,0,0,0,2.8,7.4,42.2
2020,11,45.2,4.4,41.6,86.4,40,5.2,1.2,0,1.8,4.6,7,0.2,0.6,9.8,19.2,4,9,0,5,1.4,14.6,2.6,0,0.2,0,0,0.8,8.2,0.8,0,NaN
2020,12,0,46.6,13.4,0.4,0,0,0,0,0,6.2,0,0,0,0,0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,25.4,0.2
